freq	sample	file_path	tilename	is_pos_tile	subtype	refposition	is_kmer_freq_okay	scheme	scheme_version	qc_status	qc_message	min_kmer_freq_threshold
48	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative607438-2.2.1	False	2.2.1	607438	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
44	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative649988-2.2.2.1	False	2.2.2.1	649988	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
46	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative691203-2.2.1.1	False	2.2.1.1	691203	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
45	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative720751-2.2.1.1.2	False	2.2.1.1.2	720751	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
44	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative842143-2.1.1.1.1	False	2.1.1.1.1	842143	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
62	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative848800-2.2.3.1	False	2.2.3.1	848800	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
37	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative862828-2.1	False	2.1	862828	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
42	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative869993-2.2.1.1.3	False	2.2.1.1.3	869993	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
40	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative908618-2.2.2.1.1.1	False	2.2.2.1.1.1	908618	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
38	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative944885-2.2.1.1.1	False	2.2.1.1.1	944885	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
42	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1036874-2.2.2.1	False	2.2.2.1	1036874	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
66	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1037736-2.2.2.1.1	False	2.2.2.1.1	1037736	True	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
50	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1047714-2.2.1.1.1	False	2.2.1.1.1	1047714	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
39	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1049933-1.1	False	1.1	1049933	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
41	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1052031-2.2.2.2.1.3	False	2.2.2.2.1.3	1052031	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
35	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1061770-2.2.2.1	False	2.2.2.1	1061770	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
51	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1062011-2.1.2	False	2.1.2	1062011	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
34	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1091342-2.2.3.1	False	2.2.3.1	1091342	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
41	SRR1002850_R	/home/mgopez/hansel_test_data/SRR1002850_R1.fastq; /home/mgopez/hansel_test_data/SRR1002850_R2.fastq	negative1155229-2.2.3.1.5	False	2.2.3.1.5	1155229	False	heidelberg	0.5.0	FAIL	FAIL: Missing Tiles Error 1: More than 5.00% missing tiles were detected. Adequate coverage detected, this may be the wrong serovar/species for scheme: heidelberg Avg calculated tile coverage = 63.27710843373494	53.0
